date,price_soybean,real_interest_rate,SP500,usa_prod,previous_price_soybean,previous_usa_production,previous_SP500,previous_real_interest_rate,price_soybean_avg_3_months,price_soybean_avg_6_months,price_soybean_avg_12_months,3mprevious_price_soybean,3mprevious_SP500,3mprevious_real_interest_rate,6mprevious_price_soybean,6mprevious_SP500,6mprevious_real_interest_rate,month,year,month_sin,month_cos,year_sin,year_cos
1994-07-01,565.75,0.7793471291710418,0.0,0.33122519685039375,628.75,68.444,326.2,3.59357,631.8333333333334,656.25,660.9166666666666,676.5,326.2,2.77268,686.75,326.2,2.77268,7,1994,-0.4999999999999997,-0.8660254037844388,-0.08689777428726482,0.9962172337517152
1994-08-01,573.75,0.7410371967254243,0.0,0.33122519685039375,565.75,68.444,326.2,3.78642,589.4166666666666,637.9166666666666,653.4375,701.0,326.2,2.62017,683.75,326.2,2.62017,8,1994,-0.8660254037844384,-0.5000000000000004,-0.08689777428726482,0.9962172337517152
1994-09-01,536.0,0.7515968666660472,0.0,0.33122519685039375,573.75,68.444,326.2,3.58028,558.5,613.625,645.625,628.75,326.2,2.9712,681.75,326.2,2.9712,9,1994,-1.0,-1.8369701987210297e-16,-0.08689777428726482,0.9962172337517152
1994-10-03,554.0,0.8109778194894858,0.0,0.33122519685039375,536.0,68.444,326.2,3.6371,554.5833333333334,593.2083333333334,639.3333333333334,565.75,326.2,3.65918,676.5,326.2,3.65918,10,1994,-0.8660254037844386,0.5000000000000001,-0.08689777428726482,0.9962172337517152
1994-11-01,563.5,0.838228160978284,0.0,0.33122519685039375,554.0,68.444,326.2,3.95662,551.1666666666666,570.2916666666666,630.3333333333334,573.75,326.2,3.62458,701.0,326.2,3.62458,11,1994,-0.5000000000000004,0.8660254037844384,-0.08689777428726482,0.9962172337517152
1994-12-01,561.5,0.8407742271202505,0.0,0.33122519685039375,563.5,68.444,326.2,4.10325,559.6666666666666,559.0833333333334,617.75,536.0,326.2,3.59357,628.75,326.2,3.59357,12,1994,-2.4492935982947064e-16,1.0,-0.08689777428726482,0.9962172337517152
1995-01-02,547.5,0.8644396331434625,0.0,0.2144377952755906,561.5,68.444,326.2,4.11695,557.5,556.0416666666666,606.1458333333334,554.0,326.2,3.78642,565.75,326.2,3.78642,1,1995,0.49999999999999994,0.8660254037844387,-0.08380170320571949,0.9964824506933478
1995-02-01,564.75,0.8292611762082198,0.0,0.2144377952755906,547.5,68.444,326.2,4.24429,557.9166666666666,554.5416666666666,596.2291666666666,563.5,326.2,3.58028,573.75,326.2,3.58028,2,1995,0.8660254037844386,0.5000000000000001,-0.08380170320571949,0.9964824506933478
1995-03-01,574.0,0.7671873402901028,0.0,0.2144377952755906,564.75,68.444,326.2,4.055,562.0833333333334,560.875,587.25,561.5,326.2,3.6371,536.0,326.2,3.6371,3,1995,1.0,6.123233995736766e-17,-0.08380170320571949,0.9964824506933478
1995-04-03,580.0,0.7549104695354822,0.0,0.2144377952755906,574.0,68.444,326.2,3.72099,572.9166666666666,565.2083333333334,579.2083333333334,547.5,326.2,3.95662,554.0,326.2,3.95662,4,1995,0.8660254037844387,-0.4999999999999998,-0.08380170320571949,0.9964824506933478
1995-05-01,580.75,0.7113392865439475,0.0,0.2144377952755906,580.0,68.444,326.2,3.65493,578.25,568.0833333333334,569.1875,564.75,326.2,4.10325,563.5,326.2,4.10325,5,1995,0.49999999999999994,-0.8660254037844387,-0.08380170320571949,0.9964824506933478
1995-06-01,595.0,0.6154864008474498,0.0,0.2144377952755906,580.75,68.444,326.2,3.42048,585.25,573.6666666666666,566.375,574.0,326.2,4.11695,561.5,326.2,4.11695,6,1995,1.2246467991473532e-16,-1.0,-0.08380170320571949,0.9964824506933478
1995-07-03,614.0,0.6216787310555023,0.0,0.2144377952755906,595.0,59.174,326.2,2.90471,596.5833333333334,584.75,570.3958333333334,580.0,326.2,4.24429,547.5,326.2,4.24429,7,1995,-0.4999999999999997,-0.8660254037844388,-0.08380170320571949,0.9964824506933478
1995-08-01,623.0,0.6607915106349368,0.0,0.2144377952755906,614.0,59.174,326.2,2.93803,610.6666666666666,594.4583333333334,574.5,580.75,326.2,4.055,564.75,326.2,4.055,8,1995,-0.8660254037844384,-0.5000000000000004,-0.08380170320571949,0.9964824506933478
1995-09-01,646.0,0.6364663575457409,0.0,0.2144377952755906,623.0,59.174,326.2,3.14849,627.6666666666666,606.4583333333334,583.6666666666666,595.0,326.2,3.72099,574.0,326.2,3.72099,9,1995,-1.0,-1.8369701987210297e-16,-0.08380170320571949,0.9964824506933478
1995-10-02,684.5,0.6350037633459397,0.0,0.2144377952755906,646.0,59.174,326.2,3.0176,651.1666666666666,623.875,594.5416666666666,614.0,326.2,3.65493,580.0,326.2,3.65493,10,1995,-0.8660254037844386,0.5000000000000001,-0.08380170320571949,0.9964824506933478
1995-11-01,686.25,0.6116784522891364,0.0,0.2144377952755906,684.5,59.174,326.2,3.00973,672.25,641.4583333333334,604.7708333333334,623.0,326.2,3.42048,580.75,326.2,3.42048,11,1995,-0.5000000000000004,0.8660254037844384,-0.08380170320571949,0.9964824506933478
1995-12-01,744.75,0.5815586756739176,0.0,0.2144377952755906,686.25,59.174,326.2,2.88422,705.1666666666666,666.4166666666666,620.0416666666666,646.0,326.2,2.90471,595.0,326.2,2.90471,12,1995,-2.4492935982947064e-16,1.0,-0.08380170320571949,0.9964824506933478
1996-01-01,738.75,0.5677021288458143,0.007172891417264404,0.28506456692913384,744.75,59.174,326.2,2.72215,723.25,687.2083333333334,635.9791666666666,684.5,326.2,2.93803,614.0,326.2,2.93803,1,1996,0.49999999999999994,0.8660254037844387,-0.08070482293524911,0.996738045604255
1996-02-01,745.0,0.55846009459472,0.007502679528403056,0.28506456692913384,738.75,59.174,334.9,2.64759,742.8333333333334,707.5416666666666,651.0,686.25,326.2,3.14849,623.0,326.2,3.14849,2,1996,0.8660254037844386,0.5000000000000001,-0.08070482293524911,0.996738045604255
1996-03-01,751.0,0.6141074365574212,0.016242064473575735,0.28506456692913384,745.0,59.174,335.3,2.59786,744.9166666666666,725.0416666666666,665.75,744.75,326.2,3.0176,646.0,326.2,3.0176,3,1996,1.0,6.123233995736766e-17,-0.08070482293524911,0.996738045604255
1996-04-01,795.0,0.6533280057983404,0.01673674664028363,0.28506456692913384,751.0,59.174,345.9,2.89729,763.6666666666666,743.4583333333334,683.6666666666666,738.75,334.9,3.00973,684.5,326.2,3.00973,4,1996,0.8660254037844387,-0.4999999999999998,-0.08070482293524911,0.996738045604255
1996-05-01,788.25,0.6898835685811721,0.019375051529392395,0.28506456692913384,795.0,59.174,346.5,3.10833,778.0833333333334,760.4583333333334,700.9583333333334,745.0,335.3,2.88422,686.25,326.2,2.88422,5,1996,0.49999999999999994,-0.8660254037844387,-0.08070482293524911,0.996738045604255
