date;year month;price_soybean;Brazil-Tmin;Brazil-Tmax;Brazil-T mean;Brazil-Precipitation;ARGENTINA-Tmin;ARGENTINA-Tmax;ARGENTINA T Mean;ARGENTINA Precipitation;Precipitation_USA;Avg_Temperature_USA;real_interest_rate;exp_infl_1year;china_gdp_pp;eur_gdp_pp;usa_gdp_pp;world_food_price_index;meat_price_index;DXY;price_gold;SP500;VIX;price_wti_oil;price_corn;price_wheat;SOYBEANS - USA PRODUCTION [mTons];SOYBEANS - India PRODUCTION [mTons];SOYBEANS - Brazil PRODUCTION [mTons];SOYBEANS - Argentina PRODUCTION [mTons];SOYBEANS - EU PRODUCTION [mTons];SOYBEANS - China PRODUCTION [mTons];SOYBEANS - USA Stocks [mTons]
07/01/1988;jul-88;787.5;;;;;;;;;51.562;25.39;4.43535;4.27011;;;;;;97.53;436.1;;;;;;42.153;1.547;23.6;9.9;;;8232
08/01/1988;ago-88;867.5;;;;;;;;;58.928;25.67;4.54274;4.36281;;;;;;;429.3;;;;;;42.153;1.547;23.6;9.9;;;8232
09/01/1988;sep-88;813;;;;;;;;;77.978;20.33;4.70786;4.41421;;;;;;97.69;394.4;;;;;;42.153;1.547;23.6;9.9;;;8232
10/03/1988;oct-88;789.25;;;;;;;;;52.07;9.28;4.46199;4.37206;;;;;;93.76;412.7;;;;;;42.153;1.547;23.6;9.9;;;37199
11/01/1988;nov-88;763.75;;;;;;;;;149.86;5.89;4.35872;4.25045;;;;;;90.53;410;;;;;;42.153;1.547;23.6;9.9;;;37199
12/01/1988;dic-88;819.25;;;;;;;;;85.852;-0.5;4.61794;4.46126;;;;;;92.5;;;;;;;42.153;1.547;23.6;9.9;;;37199
01/02/1989;ene-89;772.75;21.8;29;25.4;259;17.2;32.1;24.65;116;46.736;2.28;4.86319;4.48021;883.76;24854.1;39014.2;;;96.77;391.6;;;;;;52.354;1.806;20.34;6.5;;;24229
02/01/1989;feb-89;773.5;21.7;28.9;25.3;207;16.6;29.4;23;91.3;39.37;-5.83;4.73188;4.40077;;;;;;95.67;385.1;;;;;;52.354;1.806;20.34;6.5;;;24229
03/01/1989;mar-89;738.25;21.2;28.9;25.05;179;13.5;25.3;19.4;128.6;53.848;5.39;4.97372;4.53051;;;;;;98.14;;;;;;;52.354;1.806;20.34;6.5;;;24229
04/03/1989;abr-89;729.5;20.1;28.4;24.25;91;10.2;23.7;16.95;91.2;148.844;11.5;4.87105;4.70286;;;;;;97.71;377.9;;;;;;52.354;1.806;20.34;6.5;;;12642
05/01/1989;may-89;714;17.2;25.9;21.55;81;7.1;18.6;12.85;55.3;97.282;15.61;4.62966;4.85257;;;;;;;363.3;;;;;;52.354;1.806;20.34;6.5;;;12642
06/01/1989;jun-89;653.5;16.4;25.7;21.05;49;5.4;16;10.7;25.1;68.072;22.11;4.41117;4.38414;;;;;;102.02;374;;;;;;52.354;1.806;20.34;6.5;;;12642
07/03/1989;jul-89;578.75;16;26.1;21.05;30;3;14.2;8.6;23.8;38.862;24.33;4.00268;4.32661;;;;;;97.39;370.5;;;;;;52.354;1.806;20.34;6.5;;;4954
08/01/1989;ago-89;587.5;17.6;28.8;23.2;34;6.8;17.3;12.05;32;81.788;22.72;3.73935;4.12738;;;;;;102.28;360.8;;;;;;52.354;1.806;20.34;6.5;;;4954
09/01/1989;sep-89;568;19.6;30.4;25;92;5.4;18.1;11.75;57.3;131.572;17.5;4.27707;4.02127;;;;;;98.47;367.2;;;;;;52.354;1.806;20.34;6.5;;;4954
10/02/1989;oct-89;572.25;21.2;30.2;25.7;151;8.7;21.9;15.3;109;44.958;13.56;4.29718;4.22397;;;;;;98.07;374.7;;;;;;52.354;1.806;20.34;6.5;;;43837
11/01/1989;nov-89;582.75;21.2;29.2;25.2;173;11.7;27;19.35;102.1;26.416;5.89;4.03013;3.99881;;;;;;96.27;402.5;;;;;;52.354;1.806;20.34;6.5;;;43837
12/01/1989;dic-89;582.25;21.8;29.2;25.5;227;16.8;30.1;23.45;109;17.018;-7.39;4.02967;3.66036;;;;;;93.21;412.4;;;;;;52.354;1.806;20.34;6.5;;;43837
01/01/1990;ene-90;561;21.8;29;25.4;259;16.2;29.8;23;116;58.42;2.78;4.12762;4.15169;905.03;25633.65;39303.49;;;;406.1;;25.36;;;;52.416;2.602;15.75;10.7;;;28726
02/01/1990;feb-90;580.75;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;145.034;1.94;4.36693;4.43184;;;;;;93.96;370.2;;21.99;;;;52.416;2.602;15.75;10.7;;;28726
03/01/1990;mar-90;595;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;46.99;7.44;4.55197;3.99252;;;;;;93.69;;;19.73;;;;52.416;2.602;15.75;10.7;;;28726
04/02/1990;abr-90;648.5;20.1;28.4;24.25;91;10;22.3;16.15;91.2;61.976;11.22;4.55216;4.13479;;;;;;93.07;368.4;;19.52;;;;52.416;2.602;15.75;10.7;;;16218
05/01/1990;may-90;607.25;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;216.408;16;4.80506;4.2465;;;;;;92.98;364.3;;17.37;;;;52.416;2.602;15.75;10.7;;;16218
06/01/1990;jun-90;650.5;16.4;25.7;21.05;49;4;14.9;9.45;25.1;182.372;22.61;4.38261;4.19088;;;;;;91.15;357.9;;15.5;;;;52.416;2.602;15.75;10.7;;;16218
07/02/1990;jul-90;610;16;26.1;21.05;30;3;14.2;8.6;23.8;96.52;23.72;4.34182;4.07155;;;;;;87.17;370;;21.11;;;;52.416;2.602;15.75;10.7;;;6508
08/01/1990;ago-90;613.75;17.6;28.8;23.2;34;4.3;17;10.65;32;83.566;22.61;4.17053;4.12669;;;;;;86.61;382.3;;29.9;;;;52.416;2.602;15.75;10.7;;;6508
09/03/1990;sep-90;617.5;19.6;30.4;25;92;6.5;19.3;12.9;57.3;32.766;20.56;4.39874;4.73224;;;;;;86;402.5;;29.11;;;;52.416;2.602;15.75;10.7;;;6508
10/01/1990;oct-90;609.25;21.2;30.2;25.7;151;9.9;22.1;16;109;176.022;12.44;4.20054;5.0043;;;;;;;383.3;;30.04;;;;52.416;2.602;15.75;10.7;;;45830
11/01/1990;nov-90;589.5;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;84.074;9.22;4.05885;4.95942;;;;;;83;;;22.16;;;;52.416;2.602;15.75;10.7;;;45830
12/03/1990;dic-90;574.75;21.8;29.2;25.5;227;14.9;28.8;21.85;109;192.024;-0.83;3.89392;4.88768;;;;;;83.07;394.2;;26.38;;;;52.416;2.602;15.75;10.7;;;45830
01/01/1991;ene-91;566.75;21.8;29;25.4;259;16.2;29.8;23;116;46.482;-3.83;3.92293;4.073;975.46;26182.87;38739.8;;;81.93;367.4;;20.91;;;;54.065;2.492;19.3;10.8612;;;32390
02/01/1991;feb-91;588;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;7.62;2.17;3.90705;3.79181;;;;;;84.12;357.1;;21.23;;;;54.065;2.492;19.3;10.8612;;;32390
03/01/1991;mar-91;574.75;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;116.332;7.28;4.17584;3.78863;;;;;;92.04;;;16.88;;;;54.065;2.492;19.3;10.8612;;;32390
04/01/1991;abr-91;589.5;20.1;28.4;24.25;91;10;22.3;16.15;91.2;91.186;14.5;4.10983;3.75704;;;;;;91.59;355.9;;18.24;;;;54.065;2.492;19.3;10.8612;;;19691
05/01/1991;may-91;581.75;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;87.376;21.39;4.04992;3.64226;;;;;;93.13;361.4;;15.93;;;;54.065;2.492;19.3;10.8612;;;19691
06/03/1991;jun-91;536.75;16.4;25.7;21.05;49;4;14.9;9.45;25.1;21.59;24.61;4.18764;3.57658;;;;;;96.06;368.1;;19.55;;;;54.065;2.492;19.3;10.8612;;;19691
07/01/1991;jul-91;600.5;16;26.1;21.05;30;3;14.2;8.6;23.8;47.752;12.53;4.22225;3.84927;;;;;;;363.6;;15.18;;;;54.065;2.492;19.3;10.8612;;;8955
08/01/1991;ago-91;590.5;17.6;28.8;23.2;34;4.3;17;10.65;32;118.11;24.61;4.13992;3.7712;;;;;;93.49;348.1;;14.46;;;;54.065;2.492;19.3;10.8612;;;8955
09/02/1991;sep-91;587;19.6;30.4;25;92;6.5;19.3;12.9;57.3;51.308;20.06;3.8785;3.58586;;;;;;89.76;354;;15.85;;;;54.065;2.492;19.3;10.8612;;;8955
10/01/1991;oct-91;567;21.2;30.2;25.7;151;9.9;22.1;16;109;133.604;14.17;3.63786;3.59776;;;;;;89.93;367.9;;15.48;;;;54.065;2.492;19.3;10.8612;;;48246
11/01/1991;nov-91;557;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;62.738;3.78;3.56506;3.48628;;;;;;88.19;;;20.26;;;;54.065;2.492;19.3;10.8612;;;48246
12/02/1991;dic-91;557;21.8;29.2;25.5;227;14.9;28.8;21.85;109;67.818;1.44;3.41033;3.55256;;;;;;83.52;354.1;;19.31;;;;54.065;2.492;19.3;10.8612;;;48246
01/01/1992;ene-92;572;21.8;29;25.4;259;16.2;29.8;23;116;27.178;0.06;3.19854;3.27244;1100.64;26431.65;39552.02;;;87.49;;;17.4;;;;59.612;3.106;22.5;11.3081;;;32042
02/03/1992;feb-92;589.25;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;30.988;3.5;3.62829;3.34095;;;;;;88.99;352.7;;16.68;;;;59.612;3.106;22.5;11.3081;;;32042
03/02/1992;mar-92;588.25;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;67.818;7;3.66026;3.58706;;;;;;89.65;343.7;;16.18;;;;59.612;3.106;22.5;11.3081;;;32042
04/01/1992;abr-92;580.25;20.1;28.4;24.25;91;10;22.3;16.15;91.2;66.04;11.89;3.78986;3.36848;;;;;;89.62;337.6;;15.53;;;;59.612;3.106;22.5;11.3081;;;18933
05/01/1992;may-92;614;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;21.844;16.94;3.74617;3.40972;;;;;;87.22;336.4;;13.86;;;;59.612;3.106;22.5;11.3081;;;18933
06/01/1992;jun-92;618.75;16.4;25.7;21.05;49;4;14.9;9.45;25.1;79.502;21.33;3.56858;3.55473;;;;;;;343.1;;13.35;;;;59.612;3.106;22.5;11.3081;;;18933
07/01/1992;jul-92;552;16;26.1;21.05;30;3;14.2;8.6;23.8;424.688;23.33;3.3531;3.28007;;;;;;81.91;357.4;;13.17;;;;59.612;3.106;22.5;11.3081;;;7578
08/03/1992;ago-92;541;17.6;28.8;23.2;34;4.3;17;10.65;32;18.542;21.06;3.12482;3.11369;;;;;;78.87;344.5;;13.58;;;;59.612;3.106;22.5;11.3081;;;7578
09/01/1992;sep-92;540.75;19.6;30.4;25;92;6.5;19.3;12.9;57.3;71.374;18.72;2.95734;3.00563;;;;;;81.1;347.8;;14.28;;;;59.612;3.106;22.5;11.3081;;;7578
10/01/1992;oct-92;552.75;21.2;30.2;25.7;151;9.9;22.1;16;109;24.13;13.44;2.72804;2.95352;;;;;;87.58;;;16.15;;;;59.612;3.106;22.5;11.3081;;;49967
11/02/1992;nov-92;563.75;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;230.378;5.22;3.32463;3.08306;;;;;;90.85;334.3;;13.01;;;;59.612;3.106;22.5;11.3081;;;49967
12/01/1992;dic-92;574.25;21.8;29.2;25.5;227;14.9;28.8;21.85;109;76.2;0;3.50969;3.01223;;;;;;92.36;330.2;;12.57;;;;59.612;3.106;22.5;11.3081;;;49967
01/01/1993;ene-93;574;21.8;29;25.4;259;16.2;29.8;23;116;108.458;-2;3.26791;3.04627;1239.13;26149.86;40108.01;;;92.45;328.4;;12.42;;;;50.885;4;24.7;11.0434;;;33082
02/01/1993;feb-93;580;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;73.66;12.53;3.00479;2.91467;;;;;;91.9;337.6;;13.16;;;;50.885;4;24.7;11.0434;;;33082
03/01/1993;mar-93;588.25;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;56.388;3.28;2.67342;2.9762;;;;;;;;;12.53;;;;50.885;4;24.7;11.0434;;;33082
04/01/1993;abr-93;591.25;20.1;28.4;24.25;91;10;22.3;16.15;91.2;130.556;11;2.77452;2.90801;;;;;;89.52;356.5;;12.42;;;;50.885;4;24.7;11.0434;;;18599
05/03/1993;may-93;608.5;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;41.148;18.17;2.66472;2.82277;;;;;;89.02;378.3;;13.47;;;;50.885;4;24.7;11.0434;;;18599
06/01/1993;jun-93;658.5;16.4;25.7;21.05;49;4;14.9;9.45;25.1;104.648;22.33;2.76124;2.81073;;;;;;93.63;378.4;;11.26;;;;50.885;4;24.7;11.0434;;;18599
07/01/1993;jul-93;688;16;26.1;21.05;30;3;14.2;8.6;23.8;178.562;25.33;2.5918;2.82048;;;;;;95.37;407;;11.73;;;;50.885;4;24.7;11.0434;;;7955
08/02/1993;ago-93;663.5;17.6;28.8;23.2;34;4.3;17;10.65;32;116.332;24.39;2.7029;2.83092;;;;;;93.95;373;;11.85;;;;50.885;4;24.7;11.0434;;;7955
09/01/1993;sep-93;629.75;19.6;30.4;25;92;6.5;19.3;12.9;57.3;198.882;16.89;2.45058;2.68603;;;;;;92.81;355.1;;12.99;;;;50.885;4;24.7;11.0434;;;7955
10/01/1993;oct-93;629.5;21.2;30.2;25.7;151;9.9;22.1;16;109;80.264;12;2.39884;2.76981;;;;;;95.08;369.8;;11.46;;;;50.885;4;24.7;11.0434;;;42827
11/01/1993;nov-93;671.5;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;95.25;4.83;2.5623;2.80569;;;;;;;390.8;;13.76;;;;50.885;4;24.7;11.0434;;;42827
12/01/1993;dic-93;712.5;21.8;29.2;25.5;227;14.9;28.8;21.85;109;26.162;0.11;2.72012;2.66187;;;;;;96.84;;;11.66;;;;50.885;4;24.7;11.0434;;;42827
01/03/1994;ene-94;686.75;21.8;29;25.4;259;16.2;29.8;23;116;32.258;-5.22;2.77268;2.85465;1384.93;26715.39;41215.34;;;95.59;381.6;;10.63;;;;68.444;3.236;25.9;11.7199;;;27804
02/01/1994;feb-94;683.75;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;21.336;-1.78;2.62017;2.80426;;;;;;94.55;391.8;;14.87;;;;68.444;3.236;25.9;11.7199;;;27804
03/01/1994;mar-94;681.75;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;29.972;5.78;2.9712;3.27245;;;;;;93.06;;;20.45;;;;68.444;3.236;25.9;11.7199;;;27804
04/01/1994;abr-94;676.5;20.1;28.4;24.25;91;10;22.3;16.15;91.2;149.352;12.22;3.65918;3.21953;;;;;;92.12;376.6;;13.77;;;;68.444;3.236;25.9;11.7199;;;15112
05/02/1994;may-94;701;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;88.138;16.39;3.62458;3.24348;;;;;;92.52;387.1;;13.03;;;;68.444;3.236;25.9;11.7199;;;15112
06/01/1994;jun-94;628.75;16.4;25.7;21.05;49;4;14.9;9.45;25.1;99.314;23.61;3.59357;3.42293;;;;;;89.62;385.8;;14.97;;;;68.444;3.236;25.9;11.7199;;;15112
07/01/1994;jul-94;565.75;16;26.1;21.05;30;3;14.2;8.6;23.8;62.992;23.78;3.78642;3.28488;;;;;;89.87;383;;11.13;;;;68.444;3.236;25.9;11.7199;;;5691
08/01/1994;ago-94;573.75;17.6;28.8;23.2;34;4.3;17;10.65;32;127;22;3.58028;3.28824;;;;;;;386.3;;11.97;;;;68.444;3.236;25.9;11.7199;;;5691
09/01/1994;sep-94;536;19.6;30.4;25;92;6.5;19.3;12.9;57.3;60.452;18.67;3.6371;3.25156;;;;;;87.88;394.2;;14.28;;;;68.444;3.236;25.9;11.7199;;;5691
10/03/1994;oct-94;554;21.2;30.2;25.7;151;9.9;22.1;16;109;73.66;14.28;3.95662;3.49838;;;;;;85.69;383.5;;14.56;;;;68.444;3.236;25.9;11.7199;;;57206
11/01/1994;nov-94;563.5;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;73.66;8.5;4.10325;3.57385;;;;;;89.13;383.1;;15.95;;;;68.444;3.236;25.9;11.7199;;;57206
12/01/1994;dic-94;561.5;21.8;29.2;25.5;227;14.9;28.8;21.85;109;48.006;2.78;4.11695;3.90722;;;;;;88.72;;;13.2;;;;68.444;3.236;25.9;11.7199;;;57206
01/02/1995;ene-95;547.5;21.8;29;25.4;259;16.2;29.8;23;116;76.708;-3.11;4.24429;3.70017;1520.03;27291.62;41820.68;;;87.99;375.4;;11.96;;;;59.174;4.476;24.15;12.133;;;37291
02/01/1995;feb-95;564.75;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;8.636;-0.61;4.055;3.56372;;;;;;85.93;392.2;;11.75;;;;59.174;4.476;24.15;12.133;;;37291
03/01/1995;mar-95;574;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;85.852;6.89;3.72099;3.47413;;;;;;81.9;;;13.37;;;;59.174;4.476;24.15;12.133;;;37291
04/03/1995;abr-95;580;20.1;28.4;24.25;91;10;22.3;16.15;91.2;100.076;11.22;3.65493;3.46442;;;;;;81.8;387;;11.75;;;;59.174;4.476;24.15;12.133;;;21551
05/01/1995;may-95;580.75;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;246.38;16.06;3.42048;3.46624;;;;;;;385.1;;13.77;;;;59.174;4.476;24.15;12.133;;;21551
06/01/1995;jun-95;595;16.4;25.7;21.05;49;4;14.9;9.45;25.1;51.308;22.67;2.90471;3.05712;;;;;;81.58;384.9;;11.38;;;;59.174;4.476;24.15;12.133;;;21551
07/03/1995;jul-95;614;16;26.1;21.05;30;3;14.2;8.6;23.8;41.656;25.11;2.93803;3.25678;;;;;;81.57;382.3;;13.49;;;;59.174;4.476;24.15;12.133;;;9112
08/01/1995;ago-95;623;17.6;28.8;23.2;34;4.3;17;10.65;32;42.672;26.83;3.14849;3.26756;;;;;;85.57;382.9;;11.52;;;;59.174;4.476;24.15;12.133;;;9112
09/01/1995;sep-95;646;19.6;30.4;25;92;6.5;19.3;12.9;57.3;29.972;18.33;3.0176;3.20992;;;;;;84.29;383.8;;12.74;;;;59.174;4.476;24.15;12.133;;;9112
10/02/1995;oct-95;684.5;21.2;30.2;25.7;151;9.9;22.1;16;109;90.678;13.78;3.00973;3.131;;;;;;83.66;383;;13.83;;;;59.174;4.476;24.15;12.133;;;49898
11/01/1995;nov-95;686.25;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;65.532;2.28;2.88422;2.98332;;;;;;85.26;387.6;;11.58;;;;59.174;4.476;24.15;12.133;;;49898
12/01/1995;dic-95;744.75;21.8;29.2;25.5;227;14.9;28.8;21.85;109;45.212;-2.22;2.72215;2.75186;;;;;;84.76;405.6;326.2;12.52;;;;59.174;4.476;24.15;12.133;;;49898
01/01/1996;ene-96;738.75;21.8;29;25.4;259;16.2;29.8;23;116;60.452;-4.06;2.64759;3.00383;1653.43;27681.16;42896.42;;;;399.9;334.9;12.53;;;;64.78;4.1;27.3;12.4482;;;32396
02/01/1996;feb-96;745;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;32.258;0.17;2.59786;2.91968;;;;;;86.29;395.8;335.3;17.04;;;;64.78;4.1;27.3;12.4482;;;32396
03/01/1996;mar-96;751;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;52.324;2.5;2.89729;2.6168;;;;;;86.52;;345.9;18.88;;;;64.78;4.1;27.3;12.4482;;;32396
04/01/1996;abr-96;795;20.1;28.4;24.25;91;10;22.3;16.15;91.2;126.238;10.83;3.10833;3.13336;;;;;;88.02;391.9;346.5;15.83;;;;64.78;4.1;27.3;12.4482;;;16950
05/01/1996;may-96;788.25;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;272.288;17.94;3.30503;3.24782;;;;;;87.78;390.9;349.7;16.07;;;;64.78;4.1;27.3;12.4482;;;16950
06/03/1996;jun-96;746.25;16.4;25.7;21.05;49;4;14.9;9.45;25.1;67.564;22.67;3.49408;3.22614;;;;;;87.82;380.1;350.7;13.68;;;;64.78;4.1;27.3;12.4482;;;16950
07/01/1996;jul-96;733;16;26.1;21.05;30;3;14.2;8.6;23.8;66.802;22.94;3.36926;3.14487;;;;;;;387.5;333.6;19.46;;;;64.78;4.1;27.3;12.4482;;;4993
08/01/1996;ago-96;794.5;17.6;28.8;23.2;34;4.3;17;10.65;32;50.8;23.83;3.32942;3.10732;;;;;;86.36;386.9;341;17.01;;;;64.78;4.1;27.3;12.4482;;;4993
09/02/1996;sep-96;758;19.6;30.4;25;92;6.5;19.3;12.9;57.3;61.976;18.22;3.52082;3.13478;;;;;;87.94;377.7;356.6;16.95;;;;64.78;4.1;27.3;12.4482;;;4993
10/01/1996;oct-96;669;21.2;30.2;25.7;151;9.9;22.1;16;109;39.624;13.78;3.31835;3.18054;;;;;;87.43;378.1;367.4;18.11;;;;64.78;4.1;27.3;12.4482;;;49671
11/01/1996;nov-96;712.75;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;110.998;1.72;3.14165;3.09871;;;;;;87.92;;393.3;17.14;;;;64.78;4.1;27.3;12.4482;;;49671
12/02/1996;dic-96;687.75;21.8;29.2;25.5;227;14.9;28.8;21.85;109;30.226;0.17;2.95094;2.96324;;;;;;88.12;368.3;388;20.92;;;;64.78;4.1;27.3;12.4482;;;49671
01/01/1997;ene-97;738.25;21.8;29;25.4;259;16.2;29.8;23;116;103.632;-6.83;3.25487;3.1574;1787.76;28362.93;44267.91;;;93.04;;403.5;19.47;;;;73.176;5.35;32.5;11.00489;;;28733
02/03/1997;feb-97;793.25;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;99.568;1.56;3.21337;3.13088;;;;;;94.89;359.5;405.1;21.1;;;;73.176;5.35;32.5;11.00489;;;28733
03/03/1997;mar-97;855.75;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;57.404;7.11;3.30856;3.23446;;;;;;94.72;351;390;22.14;;;;73.176;5.35;32.5;11.00489;;;28733
04/01/1997;abr-97;887;20.1;28.4;24.25;91;10;22.3;16.15;91.2;42.672;10;3.55047;3.23281;;;;;;97.23;340;405;20.06;;;;73.176;5.35;32.5;11.00489;;;13605
05/01/1997;may-97;880.5;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;111.76;15;3.43698;3.13415;;;;;;94.85;344.8;430.2;19.19;;;;73.176;5.35;32.5;11.00489;;;13605
06/02/1997;jun-97;617.5;16.4;25.7;21.05;49;4;14.9;9.45;25.1;56.896;22.22;3.27911;3.20109;;;;;;95.67;334.2;446.5;21.53;;;;73.176;5.35;32.5;11.00489;;;13605
07/01/1997;jul-97;658;16;26.1;21.05;30;3;14.2;8.6;23.8;73.66;12.53;3.19988;3.09032;;;;;;99.64;324.1;481;21.48;;;;73.176;5.35;32.5;11.00489;;;3588
08/01/1997;ago-97;625.5;17.6;28.8;23.2;34;4.3;17;10.65;32;73.66;12.53;3.08851;2.96922;;;;;;99;325;458.5;24.76;;;;73.176;5.35;32.5;11.00489;;;3588
09/01/1997;sep-97;621.5;19.6;30.4;25;92;6.5;19.3;12.9;57.3;101.6;19.67;3.15087;3.01349;;;;;;;328;486;22.91;;;;73.176;5.35;32.5;11.00489;;;3588
10/01/1997;oct-97;696.25;21.2;30.2;25.7;151;9.9;22.1;16;109;43.434;13.33;3.01659;2.98814;;;;;;95.64;325.6;467.5;35.09;;;;73.176;5.35;32.5;11.00489;;;54415
11/03/1997;nov-97;718.25;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;86.36;4.22;2.97296;2.93275;;;;;;97.79;306.5;480.2;27.43;;;;73.176;5.35;32.5;11.00489;;;54415
12/01/1997;dic-97;676.25;21.8;29.2;25.5;227;14.9;28.8;21.85;109;18.034;0.61;2.91985;2.93546;;;;;;;292.3;495;24.01;;;;73.176;5.35;32.5;11.00489;;;54415
01/01/1998;ene-98;672.75;21.8;29;25.4;259;16.2;29.8;23;116;58.928;0.22;2.8403;2.75701;1909.62;29162.54;45715.69;;;100.79;;487;21.47;;;;74.598;6;31.3;18.732172;;;32738
02/02/1998;feb-98;658.25;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;49.784;4.61;2.77707;2.61771;;;;;;99.82;291.8;520.1;18.55;;;;74.598;6;31.3;18.732172;;;32738
03/02/1998;mar-98;645;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;136.398;3.78;2.85251;2.87148;;;;;;101.5;299.4;548.5;24.22;;;;74.598;6;31.3;18.732172;;;32738
04/01/1998;abr-98;638.5;20.1;28.4;24.25;91;10;22.3;16.15;91.2;75.692;12.53;2.84607;2.72674;;;;;;99.71;310.4;553;21.18;;;;74.598;6;31.3;18.732172;;;16157
05/01/1998;may-98;618.5;17.2;25.9;21.55;81;7.1;18.2;12.65;55.3;109.982;12.53;2.89304;2.64484;;;;;;100.45;299.6;543.4;21.32;;;;74.598;6;31.3;18.732172;;;16157
06/01/1998;jun-98;616.75;16.4;25.7;21.05;49;4;14.9;9.45;25.1;178.054;12.53;2.871;2.46502;;;;64.2;66.2;;293.4;550;19.71;;;;74.598;6;31.3;18.732172;;;16157
07/01/1998;jul-98;560.75;16;26.1;21.05;30;3;14.2;8.6;23.8;77.724;24.94;2.77071;2.73618;;;;64.3;66.7;101.2;293.9;534.8;24.8;14.21;217.25;252.5;74.598;6;31.3;18.732172;;;5438
08/03/1998;ago-98;511.5;17.6;28.8;23.2;34;4.3;17;10.65;32;135.128;24.61;2.77934;2.71244;;;;62.4;64.2;100.2;274.1;441;44.28;13.34;187;254;74.598;6;31.3;18.732172;;;5438
09/01/1998;sep-98;520.75;19.6;30.4;25;92;6.5;19.3;12.9;57.3;18.542;23.06;2.49624;2.53364;;;;61.9;64.6;96.17;289.5;474.9;40.95;16.14;185;269.25;74.598;6;31.3;18.732172;;;5438
10/01/1998;oct-98;568.25;21.2;30.2;25.7;151;9.9;22.1;16;109;74.422;14.67;1.93515;2.36018;;;;62.7;64.1;93.73;293.4;511.5;28.05;14.42;204.5;294.25;74.598;6;31.3;18.732172;;;59505
11/02/1998;nov-98;593.5;21.2;29.2;25.2;173;12.7;25.8;19.25;102.1;39.624;7.94;2.22103;2.34582;;;;62.6;62.7;96.2;292.65;532.5;26.01;11.22;214.25;294.25;74.598;6;31.3;18.732172;;;59505
12/01/1998;dic-98;541.25;21.8;29.2;25.5;227;14.9;28.8;21.85;109;22.352;1.72;2.22958;2.27048;;;;62.1;63.3;94.17;285.9;558.5;24.42;12.05;213;276.25;74.598;6;31.3;18.732172;;;59505
01/01/1999;ene-99;506.75;21.8;29;25.4;259;16.2;29.8;23;116;51.054;-2.67;2.30815;2.39557;2038.2;29949.77;47360.54;61;62.1;96.1;286.8;563;26.25;12.78;211;276;72.223;5.2;34.7;20;1.522;14.25;39662
02/01/1999;feb-99;458;21.7;28.9;25.3;207;15.1;28.5;21.8;91.3;58.674;3.44;2.36759;2.41822;;;;58.4;62.8;100.02;279.8;547.5;27.88;12.28;204;248.5;72.223;5.2;34.7;20;1.522;14.25;39662
03/01/1999;mar-99;483.75;21.2;28.9;25.05;179;13.3;26.5;19.9;128.6;4.572;4.11;2.71036;2.71133;;;;57;62.8;;;567;23.26;16.73;201.75;280.25;72.223;5.2;34.7;20;1.522;14.25;39662
04/01/1999;abr-99;486.5;20.1;28.4;24.25;91;10;22.3;16.15;91.2;151.384;13.39;2.67779;2.70078;;;;55.8;61.1;101;286.3;618;25.07;18.66;213;268;72.223;5.2;34.7;20;1.522;14.25;23094
